ship_postal_code,ship_city,ship_state
678001.0,Palakkad,Kerala
613007.0,Thanjavur,Tamil Nadu
410401.0,Lonavala,Maharashtra
273015.0,Gorakhpur,Uttar Pradesh
763002.0,Sunabeda,Odisha
625003.0,Madurai,Tamil Nadu
848210.0,Rosera,Bihar
505301.0,Sircilla,Telangana
690526.0,Oachira,Kerala
480001.0,Chhindwara,Madhya Pradesh
480334.0,Pandhurna,Madhya Pradesh
695026.0,Thiruvananthapuram,Kerala
635751.0,Vaniyambadi,Tamil Nadu
401504.0,Boisar,Maharashtra
518002.0,Kurnool,Andhra Pradesh
641008.0,Coimbatore,Tamil Nadu
160064.0,Mohali,Punjab
768201.0,Jharsuguda,Odisha
605007.0,Puducherry,Puducherry
143105.0,Amritsar,Punjab
462043.0,Bhopal,Madhya Pradesh
403711.0,Vasco Da Gama,Goa
700099.0,Kolkata,West Bengal
673635.0,Thenhippalam,Kerala
768202.0,Vedanta Jharsuguda,Odisha
452015.0,Indore,Madhya Pradesh
462027.0,Bhopal,Madhya Pradesh
600076.0,Chennai,Tamil Nadu
673577.0,Meppadi,Kerala
673503.0,Edacheri,Kerala
734001.0,Siliguri,West Bengal
783370.0,Kokrajhar,Assam
695102.0,Alamcode Vanchiyoor Thiruvananthapuram District,Kerala
134109.0,Panchkula,Haryana
756181.0,Bhadrak,Odisha
571301.0,Nanjangud,Karnataka
722101.0,Bankura,West Bengal
712221.0,Champdani,West Bengal
110014.0,New Delhi,Delhi
243723.0,Islamnagar,Uttar Pradesh
583102.0,Ballari,Karnataka
143401.0,Tarantaran,Punjab
518502.0,Nandyal,Andhra Pradesh
735207.0,Jalpaiguri,West Bengal
175001.0,Mandi,Himachal Pradesh
741245.0,Kalyani,West Bengal
333028.0,Chirawa,Rajasthan
581402.0,Sirsi,Karnataka
175027.0,Mandi,Himachal Pradesh
604001.0,Tindivanam,Tamil Nadu
580007.0,Dharwad,Karnataka
673638.0,Kondotty,Kerala
141109.0,Raikot,Punjab
600005.0,Chennai,Tamil Nadu
600045.0,Chennai,Tamil Nadu
711112.0,Howrah,West Bengal
695013.0,Thiruvananthapuram,Kerala
793004.0,Shillong,Meghalaya
638051.0,Sipcot Perundurai,Tamil Nadu
531055.0,Yelamanchili,Andhra Pradesh
474004.0,Gwalior,Madhya Pradesh
755019.0,Byasanagar,Odisha
600101.0,Chennai,Tamil Nadu
580004.0,Dharwad,Karnataka
249001.0,Tehri,Uttarakhand
440012.0,Nagpur,Maharashtra
683517.0,Varapuzha,Kerala
191121.0,Srinagar,Jammu & Kashmir
855113.0,Katihar,Bihar
625016.0,Madurai,Tamil Nadu
756002.0,Baleshwar,Odisha
400001.0,Mumbai,Maharashtra
576227.0,Udupi,Karnataka
518006.0,Kurnool,Andhra Pradesh
577139.0,Sringeri,Karnataka
497226.0,Vishrampur,Chhattisgarh
757002.0,Baripada,Odisha
400087.0,Mumbai,Maharashtra
713518.0,Katwa,West Bengal
416005.0,Kolhapur,Maharashtra
522306.0,Guntur,Andhra Pradesh
683503.0,Kalamassery,Kerala
600102.0,Chennai,Tamil Nadu
285001.0,Orai,Uttar Pradesh
400052.0,Mumbai,Maharashtra
518001.0,Kurnool,Andhra Pradesh
627412.0,Alwarkurichi,Tamil Nadu
144602.0,Kapurthala,Punjab
452006.0,Indore,Madhya Pradesh
670010.0,Chirakkal,Kerala
637208.0,Pandamangalam,Tamil Nadu
680623.0,Thrissur,Kerala
524126.0,Naidupet-Nellore District,Andhra Pradesh
411043.0,Pune,Maharashtra
803110.0,Harnaut,Bihar
695568.0,Thiruvananthapuram,Kerala
630702.0,Ilayangudi,Tamil Nadu
530041.0,Madhurawada,Andhra Pradesh
480449.0,Pal Chaurai,Madhya Pradesh
700106.0,Kolkata,West Bengal
680684.0,Chalakudy,Kerala
522001.0,Guntur,Andhra Pradesh
679322.0,Perinthalmanna,Kerala
524101.0,Gudur,Andhra Pradesh
411031.0,Pune,Maharashtra
522616.0,Chilakaluripet,Andhra Pradesh
600042.0,Chennai,Tamil Nadu
226014.0,Lucknow,Uttar Pradesh
403521.0,Porvorim,Goa
641653.0,Annur,Tamil Nadu
485446.0,Nagod,Madhya Pradesh
504208.0,Mancherial,Telangana
854302.0,Purnia,Bihar
271204.0,Khargupur,Uttar Pradesh
380004.0,Ahmedabad,Gujarat
141007.0,Ludhiana,Punjab
403524.0,Arambol,Goa
454365.0,Dahi,Madhya Pradesh
682019.0,Ernakulam,Kerala
416529.0,Sawantwadi,Maharashtra
829134.0,Ara,Jharkhand
225413.0,Siddhaur,Uttar Pradesh
753004.0,Cuttack,Odisha
160104.0,Zirakpur,Punjab
415003.0,Satara,Maharashtra
690508.0,Kannamangalam Alappuzha District,Kerala
400014.0,Mumbai,Maharashtra
632001.0,Vellore,Tamil Nadu
411013.0,Pune,Maharashtra
171010.0,Shimla,Himachal Pradesh
192231.0,Kulgam,Jammu & Kashmir
770032.0,Rourkela,Odisha
620021.0,Tiruchirappalli,Tamil Nadu
629161.0,Thiruvarambu,Tamil Nadu
246174.0,Srinagar Garhwal,Uttarakhand
670002.0,Kannur,Kerala
422005.0,Nashik,Maharashtra
767001.0,Balangir,Odisha
680021.0,Thrissur,Kerala
700020.0,Kolkata,West Bengal
471515.0,Laundi,Madhya Pradesh
621105.0,Samayapuram,Tamil Nadu
846005.0,Darbhanga,Bihar
471001.0,Chhatarpur,Madhya Pradesh
641114.0,Coimbatore,Tamil Nadu
782002.0,Nagaon,Assam
560054.0,Bengaluru,Karnataka
160047.0,Chandigarh,Chandigarh
606207.0,Vadakkanandal,Tamil Nadu
110044.0,New Delhi,Delhi
814113.0,Deoghar,Jharkhand
560005.0,Bengaluru,Karnataka
262122.0,Puranpur,Uttar Pradesh
442102.0,Sevagram,Maharashtra
635001.0,Krishnagiri,Tamil Nadu
524203.0,Kavali Industrial Area,Andhra Pradesh
680732.0,Mala,Kerala
781001.0,Guwahati,Assam
416115.0,Ichalkaranji,Maharashtra
583101.0,Ballari,Karnataka
582101.0,Gadag Betigeri,Karnataka
400094.0,Mumbai,Maharashtra
683546.0,Perumbavoor,Kerala
632301.0,Arani,Tamil Nadu
534201.0,Bhimavaram,Andhra Pradesh
600061.0,Chennai,Tamil Nadu
700036.0,Kolkata,West Bengal
410201.0,Karjat Raigarh District,Maharashtra
411062.0,Pune,Maharashtra
673122.0,Kalpetta,Kerala
600049.0,Chennai,Tamil Nadu
411016.0,Pune,Maharashtra
412307.0,Pune,Maharashtra
388001.0,Anand,Gujarat
676102.0,"Tirur, Malappuram",Kerala
176047.0,Nagrota Bagwan,Himachal Pradesh
682308.0,Puthencruz,Kerala
411051.0,Pune,Maharashtra
580028.0,Hubballi,Karnataka
581308.0,Karwar,Karnataka
131021.0,Sonipat,Haryana
803116.0,Rajgir,Bihar
171006.0,Shimla,Himachal Pradesh
711110.0,Howrah,West Bengal
641029.0,Coimbatore,Tamil Nadu
796701.0,Lunglei,Mizoram
721401.0,Contai,West Bengal
690502.0,Kayamkulam,Kerala
110043.0,New Delhi,Delhi
712233.0,Uttarpara Kotrung,West Bengal
140308.0,Mohali,Punjab
751031.0,Bhubaneswar,Odisha
305601.0,Nasirabad,Rajasthan
673003.0,Kozhikode,Kerala
642113.0,Solamadevi Tiruppur District,Tamil Nadu
763008.0,Koraput,Odisha
180002.0,Jammu,Jammu & Kashmir
641018.0,Coimbatore,Tamil Nadu
143002.0,Amritsar,Punjab
483770.0,Barhi,Madhya Pradesh
425410.0,Nandurbar District,Maharashtra
396590.0,"At Post Unai,Ta Vansda Di Navsari",Gujarat
680685.0,Pappinivattom,Kerala
576101.0,Udupi,Karnataka
533201.0,Amalapuram,Andhra Pradesh
305004.0,Ajmer,Rajasthan
250103.0,Meerut,Uttar Pradesh
691302.0,Poothakkulam,Kerala
516150.0,Nagireddipalle,Andhra Pradesh
845103.0,Ramnagar,Bihar
403508.0,Aldona,Goa
400083.0,Mumbai,Maharashtra
395003.0,Surat,Gujarat
754202.0,Cuttack,Odisha
226401.0,Unnao,Uttar Pradesh
425003.0,Jalgaon,Maharashtra
403511.0,Saligao,Goa
571607.0,Krishnaraja Sagara,Karnataka
835215.0,"Bit Campus Mesra, Ranchi",Jharkhand
591237.0,Nipani,Karnataka
535463.0,Parvathipuram,Andhra Pradesh
783381.0,Bongaigaon,Assam
695024.0,Thiruvananthapuram,Kerala
444605.0,Amravati,Maharashtra
495119.0,Pendra,Chhattisgarh
500030.0,Hyderabad,Telangana
734010.0,Siliguri,West Bengal
794101.0,Tura,Meghalaya
530018.0,Visakhapatnam,Andhra Pradesh
600127.0,Chennai,Tamil Nadu
765001.0,Rayagada Rayagada District,Odisha
302039.0,Jaipur,Rajasthan
263140.0,Nainital,Uttarakhand
686581.0,Erattupetta,Kerala
678008.0,Palakkad,Kerala
571302.0,Mysore District,Karnataka
221405.0,Dindaspur,Uttar Pradesh
679326.0,Perinthalmanna,Kerala
793017.0,Shillong,Meghalaya
192122.0,Awantipora,Jammu & Kashmir
391310.0,Vadodara,Gujarat
686504.0,Kottayam,Kerala
712248.0,Rishra,West Bengal
361005.0,Jamnagar,Gujarat
638001.0,Erode,Tamil Nadu
625020.0,Madurai,Tamil Nadu
121009.0,Faridabad,Haryana
607402.0,Pondicherry,Puducherry
382418.0,Ahmedabad,Gujarat
444602.0,Bhatkuli,Maharashtra
713203.0,Durgapur,West Bengal
800010.0,Patna,Bihar
581325.0,Dandeli,Karnataka
141010.0,Ludhiana,Punjab
227409.0,Amethi,Uttar Pradesh
721504.0,Binpur I,West Bengal
505302.0,Vemulawada,Telangana
785610.0,Golaghat,Assam
691011.0,"Eravipuram,Kollam",Kerala
642114.0,Coimbatore,Tamil Nadu
400603.0,Thane,Maharashtra
261203.0,Mahmudabad,Uttar Pradesh
176041.0,Bhota,Himachal Pradesh
600081.0,Chennai,Tamil Nadu
757043.0,Rairangpur,Odisha
203411.0,Bulandshahr,Uttar Pradesh
786126.0,Tinsukia,Assam
678597.0,Mannarkad,Kerala
396230.0,Silvassa,Dadra And Nagar
494226.0,Kondagaon,Chhattisgarh
751025.0,Bhubaneswar,Odisha
500078.0,Hyderbad,Telangana
225301.0,Dewa,Uttar Pradesh
671318.0,Udma,Kerala
110077.0,New Delhi,Delhi
680663.0,Kodungallur,Kerala
506003.0,Warangal,Telangana
603203.0,Nandivaram Guduvancheri,Tamil Nadu
734004.0,Siliguri,West Bengal
324005.0,Kota,Rajasthan
415621.0,Khed,Maharashtra
700002.0,Kolkata,West Bengal
495691.0,Malkharoda,Chhattisgarh
571218.0,Virajpet,Karnataka
515002.0,Anantapur,Andhra Pradesh
622001.0,Pudukkottai,Tamil Nadu
226030.0,Lucknow,Uttar Pradesh
734014.0,Uttar Bagdogra,West Bengal
560071.0,Bengaluru,Karnataka
413512.0,Latur,Maharashtra
700077.0,Kolkata,West Bengal
515672.0,Dharmavaram,Andhra Pradesh
641026.0,Coimbatore,Tamil Nadu
176001.0,Kangra,Himachal Pradesh
685584.0,Thodupuzha,Kerala
441912.0,Tumsar,Maharashtra
761012.0,Digapahandi,Odisha
410507.0,Talegaon Midc,Maharashtra
444108.0,Telhara,Maharashtra
263153.0,Rudrapur,Uttarakhand
844111.0,Vaishali,Bihar
841301.0,Chapra,Bihar
517214.0,Pileru,Andhra Pradesh
311022.0,Bhilwara,Rajasthan
227202.0,Lucknow,Uttar Pradesh
400704.0,Navi Mumbai,Maharashtra
262001.0,Pilibhit,Uttar Pradesh
249404.0,Hardwar,Uttarakhand
495450.0,Korba,Chhattisgarh
388325.0,Karamsad - Anand,Gujarat
560025.0,Bangalore,Karnataka
246762.0,Nagina,Uttar Pradesh
712202.0,Serampore,West Bengal
400090.0,Mumbai,Maharashtra
207123.0,Kasganj,Uttar Pradesh
770014.0,Subdega,Odisha
741103.0,Krishnanagar,West Bengal
573103.0,Arsikere,Karnataka
751017.0,Bhubaneswar,Odisha
636006.0,Salem,Tamil Nadu
676303.0,Neduva,Kerala
562110.0,Bengaluru,Karnataka
416012.0,Kolhapur,Maharashtra
600032.0,Maduvankarai/Chennai,Tamil Nadu
431602.0,Nanded Waghala,Maharashtra
516434.0,Jammalamadugu,Andhra Pradesh
326001.0,Jhalawar,Rajasthan
284403.0,Lalitpur,Uttar Pradesh
695610.0,Nedumangad,Kerala
273412.0,Gorakhpur,Uttar Pradesh
625107.0,Madurai,Tamil Nadu
848208.0,Samastipur,Bihar
461115.0,Itarsi,Madhya Pradesh
412208.0,Shikrapur,Maharashtra
412106.0,Lonavala,Maharashtra
628001.0,Thoothukkudi,Tamil Nadu
571111.0,Gundlupet,Karnataka
670004.0,Pallikkunnu,Kerala
584104.0,Raichur,Karnataka
562157.0,Bengaluru,Karnataka
752101.0,Bhubaneswar,Odisha
782003.0,Nagaon,Assam
370020.0,Madhapar,Gujarat
690509.0,Thazhakara,Kerala
695101.0,Attingal,Kerala
560003.0,Bengaluru,Karnataka
560012.0,Bengaluru,Karnataka
700118.0,"Rahara Bazar,Khardah",West Bengal
628103.0,Kumaragiri,Tamil Nadu
683580.0,Chowwara,Kerala
411053.0,Pune,Maharashtra
671541.0,Kasaragod,Kerala
143505.0,Batala,Punjab
208022.0,Kanpur,Uttar Pradesh
324010.0,Kota,Rajasthan
143102.0,Ajnala,Punjab
143112.0,"Rayya, Amritsar",Punjab
491111.0,Patan,Chhattisgarh
400034.0,Mumbai,Maharashtra
533236.0,Atreyapuram,Andhra Pradesh
641023.0,Coimbatore,Tamil Nadu
416003.0,Kolhapur,Maharashtra
758002.0,Kendujhar,Odisha
852113.0,Madhepura,Bihar
172201.0,Jhakhri,Himachal Pradesh
246761.0,Dhampur,Uttar Pradesh
362715.0,Kodinar,Gujarat
497448.0,Nai Ledri,Chhattisgarh
788737.0,Karimganj,Assam
636008.0,Salem,Tamil Nadu
686502.0,Kottayam,Kerala
756111.0,Baleshwar,Odisha
686630.0,Ettumanoor,Kerala
572104.0,Tumakuru,Karnataka
842001.0,Muzaffarpur,Bihar
757084.0,Baripada,Odisha
821305.0,Dehri,Bihar
711102.0,Howrah,West Bengal
493773.0,Dhamtari,Chhattisgarh
452013.0,Indore,Madhya Pradesh
208006.0,Kanpur,Uttar Pradesh
414001.0,Ahmadnagar,Maharashtra
600013.0,Chennai,Tamil Nadu
600019.0,Tiruvallur,Tamil Nadu
573125.0,Arsikere,Karnataka
769042.0,Rourkela,Odisha
440010.0,Nagpur,Maharashtra
148101.0,Barnala,Punjab
826004.0,Dhanbad,Jharkhand
686041.0,Chungam,Kerala
282006.0,Agra,Uttar Pradesh
127021.0,Bhiwani,Haryana
144527.0,Garhshankar,Punjab
623526.0,Rameswaram,Tamil Nadu
134112.0,Panchkula,Haryana
190006.0,Srinagar,Jammu & Kashmir
563137.0,Malur,Karnataka
534305.0,Nidadavole,Andhra Pradesh
831006.0,Jamshedpur,Jharkhand
682311.0,"Ernakulam, Kolenchery",Kerala
700113.0,Bandipur,West Bengal
500037.0,Hyderabad,Telangana
486890.0,Vindhya Nagar Ntpc Township,Madhya Pradesh
700124.0,Barasat,West Bengal
686637.0,Kottayam,Kerala
465674.0,Biaora,Madhya Pradesh
140301.0,Mohali,Punjab
605010.0,Puducherry,Puducherry
680613.0,Manalur,Kerala
811311.0,Lakhisarai,Bihar
700001.0,Kolkata,West Bengal
759103.0,Fci Township,Odisha
792103.0,Namsai,Arunachal Pradesh
686577.0,Pala,Kerala
737136.0,Rangpo,Sikkim
713204.0,Durgapur,West Bengal
605005.0,Puducherry,Puducherry
829127.0,Bermo,Jharkhand
394305.0,Chalthan,Gujarat
741102.0,Krishnanagar,West Bengal
606001.0,Virudhachalam,Tamil Nadu
764059.0,Nabarangapur,Odisha
364001.0,Bhavnagar,Gujarat
600039.0,Chennai,Tamil Nadu
629162.0,Kanniyakumari District,Tamil Nadu
670602.0,Mayyil,Kerala
400026.0,Mumbai,Maharashtra
517503.0,Tirupati,Andhra Pradesh
676501.0,Malappuram,Kerala
680697.0,Chalakudy,Kerala
734214.0,Mirik,West Bengal
522005.0,Nallapadu,Andhra Pradesh
590003.0,Belagavi,Karnataka
208003.0,Kanpur,Uttar Pradesh
741506.0,Nadia,West Bengal
403513.0,Colvale,Goa
522601.0,Narasaraopet,Andhra Pradesh
140113.0,Ropar,Punjab
530013.0,Visakhapatnam,Andhra Pradesh
584115.0,Hatti Gold Mines,Karnataka
580024.0,Hubballi,Karnataka
713422.0,Manteswar,West Bengal
496661.0,Kharsia,Chhattisgarh
673104.0,Vadakara,Kerala
759145.0,Anugul,Odisha
484886.0,Amarkantak,Madhya Pradesh
209841.0,Niyotni,Uttar Pradesh
713321.0,Andal,West Bengal
180013.0,Jammu,Jammu & Kashmir
201008.0,Dadri,Uttar Pradesh
110006.0,Delhi,Delhi
190018.0,Srinagar,Jammu & Kashmir
625002.0,Madurai,Tamil Nadu
736159.0,Tufanganj,West Bengal
274702.0,Bhatpar Rani,Uttar Pradesh
412409.0,Pune,Maharashtra
521165.0,Vuyyuru,Andhra Pradesh
402107.0,Pen,Maharashtra
676317.0,Moonniyur,Kerala
741101.0,Krishnanagar,West Bengal
680620.0,Eravu,Kerala
440014.0,Nagpur,Maharashtra
632406.0,"Ranipet, Vellore",Tamil Nadu
691507.0,"Puthoor ,Kollam",Kerala
795003.0,Imphal West,Manipur
443201.0,Chikhli,Maharashtra
136027.0,Kaithal,Haryana
637215.0,Namakkal,Tamil Nadu
642109.0,Coimbatore,Tamil Nadu
173214.0,Solan,Himachal Pradesh
248008.0,Dehradun,Uttarakhand
743428.0,Dhanyakuria,West Bengal
673101.0,Vadakara,Kerala
123029.0,Mahendragarh,Haryana
530043.0,Visakhapatnam,Andhra Pradesh
635204.0,Nagojanahalli,Tamil Nadu
229406.0,Unchahar,Uttar Pradesh
570030.0,Mysuru,Karnataka
583227.0,Gangawati,Karnataka
392140.0,Vadodara,Gujarat
682034.0,Cheranallur,Kerala
797115.0,Dimapur,Nagaland
524201.0,Kavali,Andhra Pradesh
793010.0,Shillong,Meghalaya
621712.0,Puvalur,Tamil Nadu
642004.0,Zamin Uthukuli,Tamil Nadu
520012.0,Vijayawada,Andhra Pradesh
301705.0,Riico Industrial Area Neemrana,Rajasthan
700068.0,Kolkata,West Bengal
502278.0,Gajwel,Telangana
781316.0,Howli,Assam
440025.0,Nagpur,Maharashtra
700066.0,Kolkata,West Bengal
686665.0,Elanji P.O,Kerala
175131.0,Manali,Himachal Pradesh
731101.0,Suri,West Bengal
679101.0,Ottappalam,Kerala
416207.0,Kolhapur,Maharashtra
176215.0,Dharamsala,Himachal Pradesh
761008.0,Ganjam,Odisha
695030.0,Thiruvananthapuram,Kerala
385001.0,Palanpur,Gujarat
324002.0,Kota,Rajasthan
416606.0,Malwan,Maharashtra
700103.0,Kolkata,West Bengal
208008.0,Kanpur,Uttar Pradesh
276306.0,Chakmano,Uttar Pradesh
277303.0,Sikanderpur Ballia District,Uttar Pradesh
400602.0,Thane,Maharashtra
670141.0,Taliparamba Kannur,Kerala
416414.0,Sangli Miraj Kupwad,Maharashtra
682315.0,Kanjiramattom,Kerala
752001.0,Puri,Odisha
625402.0,Paravai,Tamil Nadu
607403.0,Puducherry,Puducherry
641664.0,Coimbatore,Tamil Nadu
610104.0,Thiruvarur,Tamil Nadu
641031.0,Narasimhanaickenpalayam,Tamil Nadu
451001.0,Khargone,Madhya Pradesh
580026.0,Hubballi,Karnataka
680022.0,Thrissur,Kerala
414002.0,Ahmadnagar,Maharashtra
851130.0,Nawkothi,Bihar
765019.0,Bishama Katak,Odisha
403516.0,Calangute,Goa
533255.0,"Ramachandra Puram, East Godavari",Andhra Pradesh
444904.0,"Chandur Railway, Dist - Amravati",Maharashtra
392130.0,Bharuch,Gujarat
282007.0,Agra,Uttar Pradesh
695301.0,Pallippuram Thiruvananthapuram District,Kerala
110040.0,Narela,Delhi
584128.0,Sindhnur,Karnataka
791110.0,Naharlagun,Arunachal Pradesh
517541.0,Sricity,Andhra Pradesh
191111.0,Budgam,Jammu & Kashmir
140001.0,Ropar,Punjab
383430.0,Idar,Gujarat
171013.0,Shimla,Himachal Pradesh
680656.0,Vellanikkara,Kerala
721151.0,Kolaghat,West Bengal
585314.0,Gulbarga,Karnataka
364003.0,Bhavnagar,Gujarat
680501.0,Kechery,Kerala
203408.0,Gulaothi,Uttar Pradesh
110037.0,South West Delhi,Delhi
799008.0,Agartala,Tripura
425426.0,Nandurbar,Maharashtra
788101.0,Silchar,Assam
574323.0,Bantval,Karnataka
394155.0,Surat,Gujarat
414605.0,Nevasa,Maharashtra
483220.0,Panagar,Madhya Pradesh
160023.0,Chandigarh,Chandigarh
208024.0,Kanpur Nagar,Uttar Pradesh
581103.0,Alnavar,Karnataka
695015.0,Thiruvananthapuram,Kerala
281001.0,Mathura,Uttar Pradesh
769005.0,Rourkela,Odisha
742138.0,Kandi,West Bengal
201007.0,Ghaziabad,Uttar Pradesh
521105.0,Hanuman Junction,Andhra Pradesh
171001.0,Shimla,Himachal Pradesh
271845.0,Ikauna,Uttar Pradesh
743248.0,Nebadhai Duttapukur,West Bengal
122050.0,Manesar,Haryana
335511.0,Hanumangarh,Rajasthan
624601.0,Palani,Tamil Nadu
700079.0,Kolkata,West Bengal
522426.0,Macherla,Andhra Pradesh
781016.0,Guwahati,Assam
304801.0,Tonk,Rajasthan
462026.0,Bhopal,Madhya Pradesh
248171.0,Dehradun,Uttarakhand
734009.0,Siliguri,West Bengal
160018.0,Chandigarh,Chandigarh
678554.0,Chittur Thathamangalam,Kerala
691533.0,Pathanapuram,Kerala
609001.0,Mayiladuthurai,Tamil Nadu
503175.0,Nizamabad,Telangana
683562.0,Kunnathunad,Kerala
335805.0,Suratgarh,Rajasthan
688526.0,Thaikattussery,Kerala
248003.0,Dehradun,Uttarakhand
782427.0,Nagaon,Assam
500023.0,Hyderabad,Telangana
144205.0,Dasuya,Punjab
591307.0,Gokak,Karnataka
695018.0,Pappanamcode Thiruvananthapuram,Kerala
524345.0,Podalakur,Andhra Pradesh
614602.0,Pattukkottai,Tamil Nadu
700097.0,Kolkata,West Bengal
395004.0,Surat,Gujarat
603102.0,Pudupattinam,Tamil Nadu
620020.0,Tiruchirappalli,Tamil Nadu
211011.0,Allahabad,Uttar Pradesh
781012.0,Guwahati,Assam
678004.0,Palakkad,Kerala
425201.0,Bhusawal,Maharashtra
403721.0,Varca,Goa
400024.0,Mumbai,Maharashtra
263645.0,Ranikhet,Uttarakhand
743272.0,Habra,West Bengal
743399.0,Dhola,West Bengal
533251.0,Sakhinetipalli,Andhra Pradesh
814112.0,Deoghar,Jharkhand
209625.0,Farrukhabad,Uttar Pradesh
641112.0,Ettimadai,Tamil Nadu
495334.0,Mungeli,Chhattisgarh
670592.0,Kudukkimotta,Kerala
333031.0,Pilani Town,Rajasthan
851101.0,Begusarai,Bihar
474003.0,Gwalior,Madhya Pradesh
632002.0,Vellore,Tamil Nadu
416234.0,Gokul Shirgaon Midc,Maharashtra
620013.0,Koothappar,Tamil Nadu
522503.0,Mangalagiri,Andhra Pradesh
700047.0,Kolkata,West Bengal
382405.0,Ahmedabad,Gujarat
226024.0,Lucknow,Uttar Pradesh
713211.0,Durgapur,West Bengal
841428.0,Gopalganj,Bihar
141002.0,Ludhiana,Punjab
370201.0,Gandhidham,Gujarat
395005.0,Surat,Gujarat
638183.0,Kumarapalayam,Tamil Nadu
791111.0,Itanagar,Arunachal Pradesh
440017.0,Nagpur,Maharashtra
382350.0,Ahmedabad,Gujarat
341505.0,Makrana,Rajasthan
181122.0,Bhalwal,Jammu & Kashmir
733207.0,Chopra,West Bengal
333701.0,Mandawa,Rajasthan
609811.0,Mailladudurai,Tamil Nadu
324003.0,Kota,Rajasthan
733101.0,Balurghat,West Bengal
222138.0,Jaunpur,Uttar Pradesh
678592.0,Palakkadpalakkad,Kerala
363001.0,Surendranagar,Gujarat
574199.0,Ullal,Karnataka
403801.0,Vasco Da Gama,Goa
682015.0,Ernakulam,Kerala
470002.0,Sagar,Madhya Pradesh
828109.0,"Gobindpur,Dhanbad",Jharkhand
614803.0,Thanjavur,Tamil Nadu
394440.0,Surat,Gujarat
520001.0,Vijayawada,Andhra Pradesh
637501.0,Attayampatti,Tamil Nadu
464665.0,Badi,Madhya Pradesh
208021.0,Kanpur,Uttar Pradesh
744105.0,Prothrapur,Andaman & Nicobar 
207242.0,Ganj Dundwara,Uttar Pradesh
754035.0,Nuapatna,Odisha
627002.0,Tirunelveli,Tamil Nadu
110042.0,New Delhi,Delhi
563115.0,Kgf,Karnataka
136128.0,Pehowa,Haryana
452018.0,Indore,Madhya Pradesh
344022.0,Balotra,Rajasthan
641012.0,Coimbatore,Tamil Nadu
854304.0,Purnia,Bihar
609110.0,Sirkali,Tamil Nadu
263652.0,Ranikhet,Uttarakhand
380005.0,Ahmedabad,Gujarat
390024.0,Vadodara,Gujarat
570019.0,Mysuru,Karnataka
389330.0,Kalol Panch Mahals District,Gujarat
678005.0,Palakkad,Kerala
751023.0,Bhubaneswar,Odisha
680731.0,Chalakudy,Kerala
781024.0,Guwahati,Assam
144529.0,Saila  Khurd,Punjab
641048.0,Coimbatore,Tamil Nadu
572201.0,Tiptur,Karnataka
173212.0,Solan,Himachal Pradesh
766001.0,Bhawanipatna,Odisha
734426.0,Siliguri,West Bengal
670562.0,Kalliasseri,Kerala
380014.0,Ahmedabad,Gujarat
518380.0,Kurnool,Andhra Pradesh
600060.0,Chennai,Tamil Nadu
571448.0,Mandya District,Karnataka
760005.0,Berhampur,Odisha
394516.0,Hajira,Gujarat
625214.0,Sholavandan,Tamil Nadu
226004.0,Lucknow,Uttar Pradesh
501102.0,Vicarabad,Telangana
152123.0,Fazilka,Punjab
585102.0,Kalaburgi,Karnataka
571124.0,T Narsipura,Karnataka
829119.0,Patratu,Jharkhand
641687.0,Tirupur,Tamil Nadu
486006.0,Rewa,Madhya Pradesh
700046.0,Kolkata,West Bengal
462039.0,Bhopal,Madhya Pradesh
784105.0,Chariduar,Assam
686611.0,Kallara/ Kottayam,Kerala
600129.0,Chennai,Tamil Nadu
682036.0,Ernakulam,Kerala
403713.0,Nuvem,Goa
641602.0,Tiruppur,Tamil Nadu
400036.0,Mumbai,Maharashtra
572101.0,Tumakuru,Karnataka
263002.0,Nainital,Uttarakhand
686540.0,"Karukachal, Kottayam",Kerala
613005.0,Thanjavur,Tamil Nadu
768027.0,Attabira Dist- Bargarh,Odisha
248195.0,Dehradun,Uttarakhand
125055.0,Sirsa,Haryana
831018.0,Jamshedpur,Jharkhand
396580.0,Bansda,Gujarat
516390.0,Pulivendula,Andhra Pradesh
160071.0,Mohali,Punjab
415110.0,Karad,Maharashtra
393041.0,Dediapada,Gujarat
502313.0,Hyderabad,Telangana
711405.0,Dakshin Jhapardaha,West Bengal
581319.0,Kumta,Karnataka
844113.0,Vaishali,Bihar
673012.0,Kuruvattur,Kerala
691004.0,Kollam,Kerala
685587.0,Thodupuzha,Kerala
246725.0,Chandpur,Uttar Pradesh
625532.0,Usilampatti,Tamil Nadu
737116.0,Mangan,Sikkim
382475.0,Ahmedabad,Gujarat
624002.0,Dindigul,Tamil Nadu
641101.0,Coimbatore,Tamil Nadu
713209.0,Durgapur,West Bengal
577006.0,Davangere,Karnataka
680123.0,Thekkumkara,Kerala
181201.0,Akhnoor,Jammu & Kashmir
560065.0,Bengaluru,Karnataka
413725.0,Shrirampur,Maharashtra
676105.0,Tirur,Kerala
143003.0,Amritsar,Punjab
443203.0,Sindkhed Raja,Maharashtra
783371.0,Chapar,Assam
673007.0,Kozhikode,Kerala
500007.0,Hyderabad,Telangana
712136.0,Chandannagar,West Bengal
275101.0,Maunath Bhanjan,Uttar Pradesh
700139.0,Kolkata,West Bengal
606203.0,Villupuram,Tamil Nadu
683515.0,Pallipuram,Kerala
